,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Targeted Sector,,,,,,,,,,,Investment Capital,,,,,,,,,,Investment Round,,,,,,,
,enlight venture,Wind power plant) 5m-7m Bearing manufacturing,yongmin kim,Managing partner and Founder,,"Equity investment project : HQ South Korea, BR Vietnam and South America Stage : all IP developed & growth stage(Delivery contract completed) Aim : Investment to expand plant for offshore wind bearings",,,,,,,,,,,,,,,,,,,,,,Series C and beyond,,,,Y,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTk2Mg==
,enlight venture,Energy efficiency) Cold chain package and warehouse & container solution with VIP,yongmin kim,Managing partner and Founder,Türkiye,"We have and provide optimized solutions to protect vaccines, medicines, specimens, etc. from environments sensitive to temperature maintenance, and to prevent temperature deviation during transportation and solve problems. Safety factor design considering vacuum insulation characteristics (48 hours of cooling → 60 hours in summer/90 hours or more in winter) Vacuum insulation inspection/maintenance/repair service (1 year) using temperature monitoring data and mobile quality inspector Use of eco-friendly recycled PET insulation and the highest performance integrated vacuum insulation used in refrigerators Temperature display and recorder can be built-in (separate purchase) Transportation possible for 24 to 150 hours in three temperature ranges: refrigerated, low temperature, and ultra-low temperature Manufacturing in various sizes and capacities is possible We have and provide optimized solutions to maintain and protect the temperature of refrigerated and frozen foods, such as agricultural and livestock products, that must be kept fresh, and to solve and prevent problems that occur during transportation. Cure Frozen Food/Dry Ice Storage Box Keeps frozen products frozen for 14 hours without refrigerant (ice pack) Designed with super-insulating cooling function, so can also store dry ice (*Please inquire separately) Cure's Delivery Cooler Box Recycled PET material made by recycling discarded PET bottles into fibers Can be recycled by separating and disposing after use Higher cooling performance than Styrofoam Can be produced by cutting to various sizes Basic MQQ quantity 10,000 pieces (*Paper boxes are not provided, and insulation is applied to paper boxes in use.)","Consumer,Deep Technology,Food and Agriculture ,Manufacturing Technology,Environment, Energy and Clean Technology",,Y,Y,,Y,,Y,,Y,,"5,000,001 to 7,500,000 USD",,,,,Y,,,,,"Series B,Series C and beyond",,,Y,Y,,"Minority Stake,JV / Partnership,Mezzanine/ Debt financing","Common Shares,Preferred Shares,Equity-linked Securities",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTk1NQ==
,enlight venture,Health care) DTx combined with GLP-1 on the obesity,yongmin kim,Managing partner and Founder,South Korea,"Project Introduction Overview Our team, founded in 2016, currently focuses on the digital healthcare technology. Initially, the company started with a business focused on IoT solutions (especially digital tape measures), making measuring and storing body sizes easier. Recognizing the importance beyond size measurement in managing chronic diseases, we officially entered the DTx (Digital Therapeutics) development business in 2019, participating in various R&D projects under governmental R&D grants. In 2024, our project team became the first DTx company to sign a licensing-out agreement with a major pharmaceutical company, demonstrating its developed program’s clinical effectiveness and uniqueness. Company Name: XXX Established: January 2016 CEO: XXX, Ph.D. Number of Employees: 12 Industry: Digital Healthcare (Digital Therapeutics - DTx) Investment Stage: Series A or B (currently finalized Series A round) Intellectual Property: Holds over 30 domestic and international intellectual property rights Related News Articles: H Pharmaceutical's new challenge: Integrating 'obesity + DTx technology' for the 2027 launch integrating 'efpeglenatide', a Korean new drug under Developer of Digital Therapeutics, Known as the Third-Generation New Drug: Our team develops Digital Therapeutics (DTx). DTx is a type of Software as Medical Device (SaMD) that diagnoses a patient's condition and provides a treatment method for specific indications based on that diagnosis. DTx is typically implemented via smartphone applications. DTx requires a doctor's prescription and can only be downloaded and used by prescribed patients. Therefore, obtaining approval as a DTx necessitates clinical trials and regulatory approval from the relevant country's drug administration. Developer of Digital Therapeutics for the Obesity Sector, Expected to Experience Explosive Growth: Our team is jointly developing a digital therapeutics (DTx) for obesity treatment, in collaboration with a domestic pharmaceutical company, based on a GLP-1 agonist. Through this collaboration, the GLP-1 agonist and DTx will be combined into a digital convergence medicine, with a product release anticipated as early as Q4 of 2026. Financial Projections Price competitiveness: While the current market price for GLP-1 obesity treatments exceeds $1,000 per month, the target price for our combined treatment program is set at around $700 to $800 per month, allowing it to maintain price competitiveness even with the addition of the digital therapeutic compared to existing players. Revenue Recognition: During the development phase, the company will receive 2 billion KRW in cash upon achieving key milestones. In the sales phase, 40% of the sales price will be received as a technology licensing fee. approximately 110 billion KRW in net revenue. Growth Strategy Our team’s' unique technology for managing blood glucose variability through exercise intervention can be rapidly expanded to other indications, such as non-alcoholic steatohepatitis (MASH) and type 2 diabetes(T2DM), in a similar digital convergence medicine format. Additionally, this technology can be utilized for sarcopenia and various rehabilitation therapies. The company's digital therapeutic (DTx) uses continuous glucose monitors (CGMs) to diagnose an individual's condition and treats patients by combining traditional therapeutic drugs with the DTx, forming a digital convergence medicine. Bagel Labs is exploring opportunities to export GLP-1 from its partner pharmaceutical company and a CGM developed by a domestic biotech venture, along with its DTx, to the Middle East and SouthEast Asia region before US and Europe.","Deep Technology,Healthcare Technology",,Y,,Y,,,,,,,"2,500,001 to 5,000,000 USD",,,,Y,,,,,,"Series B,Series A",,Y,Y,,,"Licensing,Minority Stake,Majority Stake,JV / Partnership","Common Shares,Preferred Shares",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTk1NA==
,Ensonic,DISCERN ESSENCE OF THE WORLD BY SOUND   諦聲科技，用聲音“看世界”。致力於為客戶提供工業設備聲學監測方案和一站式智慧化運維服務。   谛声科技，用声音“看世界”。致力于为客户提供工业设备声学监测方案和一站式智能化运维服务。,Zhangtian Fan,Partner/CSO,China,"AI acoustic detection is a novel approach which significantly enhances current equipment maintenance methods, resolving common pain points such as the shortage of technicians experienced in detecting mechanical malfunctions, as well as a lack of data-driven maintenance practices that result in inconsistent quality control in equipment maintenance and downtime. Ensonic’s advanced products and sophisticated data processing capabilities can detect equipment malfunctions early by matching sound samples from its co-developed industrial acoustic database, offering precise solutions for predictive maintenance. In addition, Ensonic’s proprietary signal collection microphone arrays can operate in highly complex and risky environments, improving safety for technicians. The arrays enable better spatial localization, active noise reduction, echo cancellation and blind signal separation. AI聲學檢測作為一種新型的故障診斷方法，它顯著提高了設備維運維的智慧型，解決了諸如缺乏經驗豐富的技術人員來檢測機械故障以及缺乏資料驅動的維護實踐等常見痛點，這些問題導致了設備維護中的品質控制不一致和停機時間。Ensonic的先進產品和複雜的資料處理能力可以通過匹配其共同開發的工業聲學資料庫中的聲音樣本來早期檢測設備故障，為預測性維護提供精確的解決方案。此外，Ensonic的麥克風陣列可以在高度複雜和危險的環境中實現信號採集，提高了技術人員的安全性。這些陣列能夠實現更好的空間定位、主動降噪、回聲消除和盲源分離。 AI声学检测作为一种新型的故障诊断方法，它显著提高了设备维运维的智能型，解决了诸如缺乏经验丰富的技术人员来检测机械故障以及缺乏数据驱动的维护实践等常见痛点，这些问题导致了设备维护中的质量控制不一致和停机时间。Ensonic的先进产品和复杂的数据处理能力可以通过匹配其共同开发的工业声学数据库中的声音样本来早期检测设备故障，为预测性维护提供精确的解决方案。此外，Ensonic的麦克风阵列可以在高度复杂和危险的环境中实现信号采集，提高了技术人员的安全性。这些阵列能够实现更好的空间定位、主动降噪、回声消除和盲源分离。",Education,,,,,,,,,,Y,"7,500,001 to 10,000,000 USD",,,,,,Y,,,,Series C and beyond,,,,Y,,Mezzanine/ Debt financing,Preferred Shares,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTkzNw==
,Entoptica Limited,Entoptica Limited,Mukhit Kulmaganbetov,CEO,,Entoptica is a startup company focused on the development of ophthalmic screening and diagnostic devices using the structured light,Healthcare Technology,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg5OQ==
,Entoq Environmental Technologies Inc.,Processing Mixed Solid Waste with Black Soldier Fly larvae at landfill co-located plants and converting recovered plastics to Syncoal™,Ramon Atadye,Chairman,China (Hong Kong),"Entoq has an innovative process for the complete treatment of Mixed Solid Waste (MSW), with facilities that can be co-located at landfills for an efficient diversion into recovery and reuse. The process is employed most effectively at waste facilities nearing end-of-life, and operates a continuous process utilizing Black Soldier Fly (BSF) larvae to efficiently remove organics from the waste stream. Products derived from the BSF include animal feed, fertilizer and bio-fuel. The bio-cleaned plastics are treated to create Syncoal™, which recovers hydrogen and carbon for use in industry and as a sustainable energy alternative. The process is highly adaptable to different mixed waste profiles and the modular design of the plant enables scalability to match specific landfill capacities. The development programme has been undertaken in Australia, and the Entoq group is currently raising funds as equity or project financing to develop plants in Australia, North America and Kenya.","Manufacturing Technology,Environment, Energy and Clean Technology",,,Y,,,,Y,,,,"10,000,001 to 25,000,000 USD",,,,,,,Y,,,Seed & Pre-Series A,Y,,,,,"Licensing,Minority Stake,JV / Partnership,Mezzanine/ Debt financing","Bridge Loan,Common Shares,Preferred Shares",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg5OA==
,EpiMedTech Global Ltd (previously HKG epitherapeutics Ltd),Early detection of disease with next generation DNA methylation   利用新一代 DNA 甲基化技术早期检测疾病,Moshe Szyf,Chairman CSO,,"epiMedTech Global is a commercial stage leading healthcare conglomerate at the forefront of innovations in epigenetics, early cancer detection, and personalized health solutions.  The company is dedicated to transforming healthcare through the power of epigenetics and leverage advanced DNA methylation analysis and cutting-edge technologies to enhance our research and product development. With a focus on early disease detection and a platform-based approach to testing, epiMedTech is committed to making advanced healthcare solutions accessible worldwide.  Our extensive lineup at epiMedTech Global includes a range of innovative health solutions designed to revolutionize early disease detection and proactive health management. Our global commercial offerings include: Ready To Go To Market Offerings: ·       epiCervix – early detection of cervical cancer ·       epiLiver – early detection of  liver cancer ·       epiPanCancer – detection of 33 different types of cancers Products in Development ·       epi_Breast:_ for breast cancer ·       epi_Psych:_ for depression and stress ·       epi_MGMT:_ for personalizing chemotherapy ·       epi_Spec:_ for identifying the cancer tissue of origin ·       epi_Opioid:_ for evaluating opioid exposure Products in Discussion Planning Phase ·       epi_Card:_ for early detection of cardiovascular disease ·       epi_Alz:_ for early detection of Alzheimer disease ·       epi_Tox:_ for detecting exposure to drug and toxins. epiMedTech Global(https://epimedtech.com/) 是一家处于商业阶段的领先医疗保健集团，在表观遗传学、早期癌症检测和个性化健康解决方案方面处于领先地位。该公司致力于通过表观遗传学的力量改变医疗保健，并利用先进的 DNA 甲基化分析和尖端技术来加强我们的研究和产品开发。epiMedTech 专注于早期疾病检测和基于平台的检测方法，致力于让全球都能获得先进的医疗保健解决方案。 epiMedTech Global 的广泛产品线包括一系列创新的健康解决方案，旨在革新早期疾病检测和主动健康管理。我们的全球商业产品包括： 准备上市的产品： ·       epiCervix – 宫颈癌早期检测 ·       epiLiver – 肝癌早期检测 ·       epiPanCancer – 检测 33 种不同类型的癌症 正在开发的产品 ·       epi_Breast:_ 用于乳腺癌 ·       epi_Psych:_ 用于抑郁和压力 ·       epi_MGMT:_ 用于个性化化疗 ·       epi_Spec:_ 用于识别癌症组织来源 ·       epi_Opioid:_ 用于评估阿片类药物暴露 讨论规划阶段的产品 ·       epi_Card:_ 用于心血管疾病早期检测疾病 ·       epi_Alz:_ 用于早期检测阿尔茨海默病 ·       epi_Tox:_ 用于检测药物和毒素的暴露情况。 ",Healthcare Technology,,,,Y,,,,,,,"10,000,001 to 25,000,000 USD",,,,,,,Y,,,Series A,,Y,,,,Minority Stake,"Bridge Loan,Common Shares",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg5Ng==
,Eureka FinTech TW Limited,"Our platform Integrates into one single platform big data, private data vendor databases and banks' internal data by utillizing AI and graph technologies",Hwa-Ping Chang,CEO,China,"Focused, user-friendly and easy to access, Eureka FinTech's comprehensive financial services platform provides clients and users e.g. manufacturers, compliance officers and relationship managers with easily accessible and comprehensive information including automatic AI meeting memo, AI credit report and AI compliance report systems to assist them in analyzing the potential risks from supply chains and business relationships which appear suspicious or raise red flags. 此综合性的金融服务平台专业且易于使用，可为客户和使用者提供强力支援。例如自动生成之AI会议记录 、AI信用报告及AI合规报告为制造商与金融合规部门人员和客户关系经理提供易于使用且全面性信息， 以帮助他们分析业务关系和供应链的潜在风险、以及这些风险所可能引发的可疑或危险的讯号",Financial Technology,Y,,,,,,,,,,"500,001 to 1,000,000 USD",,Y,,,,,,,,Seed & Pre-Series A,Y,,,,,"Majority Stake,Minority Stake","Common Shares,Preferred Shares",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg5NQ==
,Eureka FinTech TW Limited,"AI Graph for automatic credit report and call memo  |   ""AI Graph—自动生成信用报告和通话备忘录",Hwa-Ping Chang,CEO,China (Hong Kong),"Eureka FinTech Limited (Eureka FinTech) aims to be a pioneer in providing innovative KYC (Know Your Customer) information including supply-chain information, AML and compliance solutions to manufacturers and financial institutions across Asia via its comprehensive financial services platform and bespoke consulting services. Eureka FinTech’s comprehensive financial services platform integrates into one single platform big data, private data vendor databases and banks’ internal data by utilizing AI and graph technologies. Focused, user-friendly and easy to access, Eureka FinTech’s comprehensive financial services platform provides clients and users e.g. manufacturers, compliance officers and relationship managers with easily accessible and comprehensive information including automatic AI meeting memo, AI credit report and AI compliance report systems to assist them in analyzing the potential risks from supply chains and business relationships which appear suspicious or raise red flags. ""Eureka FinTech 有限公司（Eureka FinTech）致力于通过其综合金融服务平台和定制化咨询服务，成为向亚洲制造商和金融机构提供创新 “ 了解你的客户”（Know Your Customer, KYC）方案的先驱，这方案包括供应链信息、反洗钱措施和合规管理。Eureka FinTech 的综合金融服务平台采用人工智能和图技术，将大数据、供应商数据库的私人数据和银行内部数据整合到一起。该平台目标明确、用户友好且便捷，可为客户和用户（如制造商、合规事务官和客户关系经理）提供全面的信息服务，包括自动生成人工智能会议备忘录、人工智能信用报告和人工智能合规报告系统，帮助用户分析供应链及业务关系中存在的可疑或潜在的风险。 """,Financial Technology,Y,,,,,,,,,,"500,001 to 1,000,000 USD",,Y,,,,,,,,Seed & Pre-Series A,Y,,,,,JV / Partnership,Common Shares,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg5MQ==
,Evident Limited,An investment platform for alternative assets to connect founders and investors with a positive impact   EVIDENT 是一个具有积极影响力的另类数字化证券投资平台,Florian M Spiegl,Founder & CEO,,"EVIDENT is an investment platform for alternative assets with a positive impact. Our mission is to connect founders and investors to solve today's most interesting challenges. EVIDENT makes it possible by applying the technology and principles of blockchain to digitalize private capital markets processes while operating in a robust and regulated setup. We provide investors with increased access, better liquidity and improved transparency while offering asset owners greater reach to new investor segments, lower complexity costs and streamlined regulatory compliance. EVIDENT 是一个具有积极影响力的另类数字化证券投资平台。 我们的使命是通过应用区块链技术， 将私募资本市场的流程数字化， 高效连结资产拥有人和投资者， 解决现金传统金融最大的痛点。 EVIDENT 为资产拥有者提供更广泛的新投资者群体、更低的复杂成本和更简化的监管合规性。 同时为投资者提供更广泛的进入、更好的流动性和更高的透明度。",Financial Technology,Y,,,,,,,,,,"500,001 to 1,000,000 USD",,Y,,,,,,,,Seed & Pre-Series A,Y,,,,,"Licensing,Minority Stake,JV / Partnership","Common Shares,Preferred Shares,Equity-linked Securities",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg3OQ==
,EXANTE / XHK Limited,EXANTE,Gigi Su,VP,,"EXANTE is a wealthtech company that provides centralised trading solutions and B2B financial infrastructure that helps create value through technology. Our proprietary trading platform enables direct market access to a wide range of financial instruments including stocks, ETFs, bonds, futures, options from a single multi-currency account. With a decade of experience, EXANTE offers our clients access to over 50 markets, giving clients the ability to effectively manage their portfolios. With over 500 employees, EXANTE’s presence extends across 20+ locations, including the UK, the Netherlands, Cyprus, Malta, Switzerland and Hong Kong. EXANTE是一家WealthTech公司，提供集中交易解决方案和B2B金融基础设施，其设施可通过技术创造价值。 我们的专有交易平台可直接让客户接入各种金融工具，包括股票、ETF、债券、期货、期权等，均可从一个多币种账户进行交易。 凭借十年经验，EXANTE为客户提供超过50个市场的接入机会，使客户能够有效管理其投资组合。EXANTE拥有500多名员工，业务遍布20多个地点，包括英国、荷兰、塞浦路斯、马耳他、瑞士和香港。 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg3Ng==
,EximPe,B2B sourcing platform for Indian buyers from verified suppliers of Hong Kong and China |  面向印度采购方的 B2B 外包平台，涵盖一系列经认证的中国及中国香港供应商,Arjun Abraham Zacharia,CEO and Founder,China (Hong Kong),"Project Details Problem to solve - Currently buyers in India source from a limited set of HK and Chinese sellers , to find new sellers they have to travel to trade fairs which requires spending on travelling etc, or search online where there is difficulty to verify authenticity and quality. HK and Chinese Sellers are seeking new buyers and distributors for their goods and find it very difficult to source them in India due to various restrictions of travel, language, and the size of the market. Given the size of India-HK/China trade to grow to $200Bn by 2030, we can capture a $10Bn market share Solution - Create a Hong Kong based marketplace that connects suppliers in HK and China with verified buyers from India , and powering this marketplace with payments, compliance and financing"" ""项目详情 待解决的问题 - 当前印度采购方所能选取的中国香港和中国大陆的供应商范围有限，为寻找新的供应商，他们不得不前往贸易会，增加差旅等方面的开支，或是上网搜寻，确保真实性和质量面临重重困难。 中国香港和中国大陆的供应商也需要为货物寻找新的买家和分销商，但却因旅行限制、语言和市场规模等多因素限制，很难在印度寻得。 考虑到到 2030 年，印度和中国大陆及中国香港的贸易额将增加至 2,000 亿美元，我们可以估得有 100 亿美元的市场份额。 解决方案 - 打造建基中国香港的市场，连结中国香港、中国大陆的供应商与印度的大量采购方，并为市场提供支付、合规和融资支持” ",Financial Technology,Y,,,,,,,,,,"2,500,001 to 5,000,000 USD",,,,Y,,,,,,Seed & Pre-Series A,Y,,,,,Majority Stake,"Preferred Shares,Equity-linked Securities",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg3NA==
,Expando®,Expando®,Xavier Roso,Co-Founder & CEO,,Expando® is an AI-powered referral software for B2B SaaS companies to leverage APAC's largest partner ecosystem to build a predictable referral pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg3Mg==
,Expertiqa Technologies Inc.,ENABLING COMMUNICATION FOR IMMOBILE INDIVIDUALS THROUGH VOCAL CORD VIBRATION,Kamyar Rouindej,Managing Director,,"We transform vocal cord vibrations into signals. The Hummingbird, Expertiqa’s flagship product, is a Class I assistive technology device transforming accessibility for non-verbal individuals with severe physical disabilities. Utilizing vocal cord vibration detection, the Hummingbird converts these signals into actionable outputs, enabling communication and control of devices like computers and AAC systems. The device features a user-friendly design, including a comfortable neckband and durable materials, and operates effectively in noisy environments. It offers versatile connectivity via Bluetooth, USB, and switch output cables. Clinically validated through trials at Holland Bloorview Kids Rehabilitation Hospital, the Hummingbird has demonstrated efficacy, safety, and user satisfaction. With support from institutions like the Ontario Brain Institute and BioNext Accelerator, Expertiqa is advancing accessibility and independence for individuals with disabilities while addressing critical gaps in the AAC device market. Expertiqa Technologies Inc. 是一家加拿大安的医疗科技初创公司，致力于无障碍领域的创新。公司专注于将学术研究成果转化为具有实际影响力的辅助技术。其旗舰产品Hummingbird是一款开创性的设备，专为无法语言交流且患有严重肢体残疾的人士设计。该设备通过先进的声带振动检测技术，帮助用户实现交流，并能够操控电脑及 AAC 等辅助设备。Expertiqa 坚持以人为本的设计理念，依托卓越的工程技术和医疗创新，为构建无障碍环境提供解决方案，满足特殊群体的实际需求。此产品已通过临床试验验证，并已证明其有效性、安全性和用户满意度。 *","Healthcare Technology,Environment, Energy and Clean Technology",,,Y,Y,,,,,,,"1,000,001 to 2,500,000 USD",,,Y,,,,,,,Seed & Pre-Series A,Y,,,,,"Carve-out,Licensing,Minority Stake,JV / Partnership,Mezzanine/ Debt financing","Common Shares,Preferred Shares,Equity-linked Securities",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg3MQ==
,EXS Capital Group,Project Harmony - Investment into the global No.1 music & media space business,Cathy Huang,Managing Director,United States,"We are investing into the global #1 creative music & media space business providing studio space, equipment, and tools to independent artists and musicians to rehearse, create and record high quality music. The company is headquartered in the UK, built more than 700 studios across 5 countries. As the global leader in the US$104 billion creator economy market, the company is on track to complete its turnaround and expects to achieve sustainable EBITDA and cash flow profitability in Q1 2025.  This positions the company to grow into new markets, primarily in the US, and launch new products & services with higher margins & profitability. 我们正在投资*全球第一创意音乐和媒体空间业务*，为独立艺术家和音乐家提供演播室空间、设备和工具，以排练、创作和录制高质量的音乐。公司总部位于英国，在 5 个国家建立了 700 多个工作室。 作为价值 1040 亿美元的创作者经济市场中的全球领导者，公司正在稳步完成转型，并有望在 2025 年第一季度实现可持续的息税折旧摊销前利润和现金流盈利能力。  这使公司能够拓展到新市场（主要是美国市场），并推出利润率和盈利能力更高的新产品和服务。 ","Consumer,Digital Entertainment and Media,Infrastructure and Real Estate Services",,,,,Y,Y,,Y,,,"10,000,001 to 25,000,000 USD",,,,,,,Y,,,Series B,,,Y,,,"Carve-out,Minority Stake,JV / Partnership,Mezzanine/ Debt financing",Equity-linked Securities,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg2NA==
,EXS Capital Group,Project Voyager - Investment into Southeast Asia's leading hostel operator,Cathy Huang,Managing Director,,"The Company organically grew into a profitable and experience-led hospitality business since its founding in 2011. After successfully raising the first two rounds (Voyager I & II), we are now raising a follow-on investment (“Voyager III"") targeted at driving the Company’s expansion both in its core Southeast Asia markets and exciting new markets such as Japan & India, solidifying its position as the leading hospitality operator across Asia. 自 2011 年成立以来，公司自然而然地发展成为一家盈利且以体验为核心的酒店企业。在成功筹集了前两轮融资（Voyager I 和 II）后，我们现在正在筹集**后续投资** **（“Voyager III”）**，旨在推动公司在东南亚核心市场以及日本和印度等蓬勃新市场的扩张，巩固其作为亚洲领先酒店运营商的地位。 ","Consumer,Infrastructure and Real Estate Services",,,,,Y,,,Y,,,"10,000,001 to 25,000,000 USD",,,,,,,Y,,,Series C and beyond,,,,Y,,"Carve-out,Minority Stake,JV / Partnership,Mezzanine/ Debt financing",Equity-linked Securities,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg2Mg==
,Fairman Consulting Limited,Fairman Consulting Limited,Neha Goenka,Head - Hong Kong Office,,Strategy & Management Consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg2MA==
,FCC Analytics Limited,"""AWARD-WINNING REGTECH SOLUTIONS FOR FINANCIAL INDUSTRY, SPECIALIZE IN AML END-TO-END COMPLIANCE SOLUTIONS""",Wai Kwong Chow,Fraud Risk & Compliance Director,China (Hong Kong),"WE OFFER COMPREHENSIVE AML PLATFORM SOLUTIONS, INCLUDING NAME
SCREENING, CUSTOMER DUE DILIGENCE, TRANSACTION MONITORING, FRAUD
MANAGEMENT AND NETWORK ANALYTICS THAT ENHANCE OPERATIONAL
EFFICIENCY AND MINIMIZE TOTAL COMPLIANCE COST USING PROVEN NLP, A.I.
AND MACHINE LEARNING TECHNOLOGIES. OUR SOLUTIONS SEAMLESSLY
INTEGRATE WITH EXISTING SYSTEMS, PROVIDING A HOLISTIC VIEW OF DATA
SOURCES, AND REDUCING FALSE ALERTS ""香港虚拟资产交易所（HKVAX）是一家获得香港证券及期货事务监察委员会颁发第1类（证券交易）和第7类（提供自动化交易服务）牌照，以及《打击洗钱及恐怖分子资金筹集条例》（AMLO）牌照的虚拟资产交易平台。作为领先的虚拟资产交易平台，HKVAX立足香港，致力于成为全球虚拟金融市场的重要参与者。 除了提供场外交易、交易所和托管服务外，HKVAX专注于证券型代币发行（STO）和实体资产通证化（RWA）业务。通过将传统金融与区块链技术相结合，为机构和专业投资者提供服务。 HKVAX始终将安全性和合规性置于首位，积极与监管机构合作推动行业标准，并与券商、货币服务运营商（MSO）、交易所买卖基金（ETF）发行商及其他平台建立战略联盟，共同构建合规的虚拟资产生态系统。通过这些努力，HKVAX推动香港金融创新发展，促进全球虚拟资产市场的进步。",Financial Technology,Y,,,,,,,,,,,,,,,,,,,,Series A,,Y,,,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg2MQ==
,Feebris,"Feebris is the virtual operating system for precision healthcare at home, trusted by  patients and health systems  |   Feebris 是可以在家进行精准医疗的虚拟操作系统，深受患者和医疗系统的信赖",Elina Naydenova,CEO,United Kingdom,"It’s inevitable that most people will increasingly manage their health needs at
home. Feebris is the operating system for hospital at home, trusted by UK's NHS to
power the most complex healthcare in the home. Over the last 5 years, we have
built a sustainable business in the UK, growing at 2-5X YoY to transform healthcare
across >200 healthcare providers. We have proven that we can deliver healthcare
outcomes effectively and at scale, reducing emergencies by 38% and
hospitalisations by 25% to dramatically scale clinical capacity. We have the unique
technology, the clinical evidence, and the business systems to be the #1 operating
system for precision healthcare at home globally 大多数人越来越倾向于在家中自主管理健康需求，这已成为一种不可阻挡的
趋势。Feebris 是一款专为家庭医院设计的操作系统，深受英国国家医疗服务体系 (NHS) 的信赖，
为复杂多变的家庭医疗保健提供了强大可靠的支持。过去五年间，我们
在英国建立了一项可持续业务，同比增长率达 2-5 倍，并助力超过 200 家医疗机构
变革其医疗服务模式。事实证明，我们可以有效地大规模提供医疗服务，
将急诊率降低 38%，住院率降低 25%，
从而大幅提升临床服务能力。我们拥有独特的技术
丰富的临床证据和完善的业务系统，
有信心成为全球领先的家庭精密医疗操作系统 ",Healthcare Technology,,,,Y,,,,,,,"2,500,001 to 5,000,000 USD",,,,Y,,,,,,Series A,,Y,,,,Minority Stake,Common Shares,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTg1OA==
